                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    410,                0.33793,                0.25269,                0.96743,                0.91295,                0.94987,                0.95419,                0.72684,                0.91748,                0.44677,                 1.8808,              0.0079755,              0.0079755,              0.0079755
                    411,                0.35399,                0.26064,                0.98303,                0.95517,                0.94987,                0.96097,                0.73174,                  0.929,                0.44389,                 1.8396,              0.0079705,              0.0079705,              0.0079705
                    412,                0.35773,                0.26794,                0.97634,                0.95473,                0.94987,                0.96649,                0.72769,                0.95331,                0.43033,                 1.8639,              0.0079656,              0.0079656,              0.0079656
                    413,                0.34864,                 0.2663,                0.97024,                0.85559,                0.94987,                0.93339,                0.73849,                0.85008,                 0.4276,                 1.7526,              0.0079606,              0.0079606,              0.0079606
                    414,                0.33916,                0.25288,                0.96512,                0.85387,                0.94987,                0.93183,                0.72863,                0.93592,                0.44643,                 1.8426,              0.0079556,              0.0079556,              0.0079556
                    415,                0.35571,                0.26366,                0.97243,                 0.8929,                0.89599,                0.92463,                 0.7505,                0.90267,                 0.4672,                 1.8172,              0.0079507,              0.0079507,              0.0079507
                    416,                0.36616,                 0.2695,                 0.9903,                0.91565,                0.89724,                0.92765,                0.74269,                0.95626,                0.48499,                 1.9339,              0.0079457,              0.0079457,              0.0079457
                    417,                0.34549,                0.25766,                 0.9702,                 0.8699,                0.92356,                0.91927,                0.73635,                0.88048,                0.47991,                 1.7733,              0.0079408,              0.0079408,              0.0079408
                    418,                0.33279,                  0.252,                0.96485,                0.91811,                0.89724,                0.93379,                   0.76,                0.90912,                0.51976,                 1.7227,              0.0079358,              0.0079358,              0.0079358
                    419,                0.33907,                0.26105,                0.96708,                0.84655,                0.94987,                0.93636,                0.74106,                 0.9813,                0.57992,                 1.8034,              0.0079309,              0.0079309,              0.0079309
                    420,                0.36856,                0.26927,                0.98069,                 0.8828,                0.93955,                0.94829,                0.73899,                 1.0174,                0.51678,                 1.8555,              0.0079259,              0.0079259,              0.0079259
                    421,                0.34418,                0.25923,                0.96659,                0.97353,                0.94613,                0.96145,                0.72767,                0.99361,                 0.4943,                 1.9304,               0.007921,               0.007921,               0.007921
                    422,                0.35413,                0.26247,                0.97752,                0.92061,                0.92817,                0.95399,                0.72854,                0.94953,                 0.4736,                 1.8825,              0.0079161,              0.0079161,              0.0079161
                    423,                0.33977,                0.25115,                0.97221,                0.90655,                0.86904,                0.90915,                0.74338,                0.92094,                 0.4789,                 1.8328,              0.0079111,              0.0079111,              0.0079111
                    424,                0.34237,                0.25368,                0.97838,                 0.9347,                0.92356,                0.93989,                0.76036,                0.87526,                0.43732,                 1.7521,              0.0079061,              0.0079061,              0.0079061
                    425,                0.34547,                0.26448,                0.98371,                0.93733,                0.89724,                0.93993,                0.75302,                0.86856,                0.54605,                  1.703,              0.0079012,              0.0079012,              0.0079012
                    426,                0.34232,                0.25693,                0.97624,                0.93454,                0.94723,                0.97791,                0.77426,                0.85827,                 0.5871,                 1.6817,              0.0078963,              0.0078963,              0.0078963
                    427,                0.33706,                0.25685,                0.96665,                0.92964,                0.94323,                0.95328,                0.74424,                0.95986,                0.71846,                 1.7829,              0.0078913,              0.0078913,              0.0078913
                    428,                 0.3375,                0.26152,                0.97768,                0.93574,                0.88913,                0.96441,                0.75709,                0.91324,                0.71527,                 1.6919,              0.0078864,              0.0078864,              0.0078864
                    429,                0.33702,                0.25696,                0.96467,                0.99767,                0.86477,                0.96831,                0.76518,                0.87337,                0.66989,                 1.6466,              0.0078814,              0.0078814,              0.0078814
                    430,                 0.3465,                0.26199,                0.97138,                0.96127,                0.88449,                0.96081,                0.75671,                0.91301,                0.58691,                 1.6779,              0.0078765,              0.0078765,              0.0078765
                    431,                0.35798,                0.26287,                0.96417,                0.94652,                0.91179,                0.95851,                0.74026,                0.93303,                0.52883,                 1.7411,              0.0078715,              0.0078715,              0.0078715
                    432,                0.34111,                0.24988,                0.96151,                 0.9333,                0.86794,                0.94844,                0.74747,                0.94721,                0.55491,                 1.8063,              0.0078665,              0.0078665,              0.0078665
                    433,                0.33015,                0.25824,                0.95639,                0.87859,                0.91667,                0.96309,                 0.7379,                 1.0653,                 0.5323,                 1.9547,              0.0078616,              0.0078616,              0.0078616
                    434,                0.34024,                0.25209,                0.96856,                0.93856,                0.86531,                0.96928,                0.75177,                0.92532,                0.48714,                 1.8045,              0.0078566,              0.0078566,              0.0078566
                    435,                0.34937,                0.26136,                0.96719,                0.94722,                0.91185,                0.96588,                0.76705,                0.86794,                 0.3902,                 1.7796,              0.0078517,              0.0078517,              0.0078517
                    436,                0.32846,                0.24804,                0.96118,                 0.9059,                0.92607,                0.96993,                 0.7572,                0.89697,                0.40838,                 1.8475,              0.0078467,              0.0078467,              0.0078467
                    437,                0.33273,                0.25012,                0.96688,                0.91567,                0.93188,                0.95961,                0.75966,                0.89005,                0.43002,                 1.8553,              0.0078418,              0.0078418,              0.0078418
                    438,                0.32722,                  0.255,                0.96516,                0.92368,                 0.9551,                0.96861,                0.75721,                0.92615,                0.43545,                 1.8826,              0.0078368,              0.0078368,              0.0078368
                    439,                0.34138,                0.24611,                0.97363,                0.95709,                 0.9695,                0.96881,                0.75583,                 1.0034,                0.50138,                 1.8672,              0.0078319,              0.0078319,              0.0078319
                    440,                0.32556,                0.25307,                0.95711,                0.97183,                0.97149,                0.96811,                0.77064,                0.91396,                0.46462,                 1.7196,              0.0078269,              0.0078269,              0.0078269
                    441,                 0.3334,                0.25883,                0.97385,                0.91715,                0.93016,                0.94963,                0.74512,                0.88534,                0.44993,                 1.7125,               0.007822,               0.007822,               0.007822
                    442,                 0.3335,                0.25092,                0.97107,                0.94512,                0.93991,                0.95985,                0.74887,                0.88446,                0.47881,                 1.6955,              0.0078171,              0.0078171,              0.0078171
                    443,                 0.3332,                0.26577,                0.96294,                 0.8947,                 0.9444,                0.94466,                0.75919,                0.87281,                0.47274,                 1.6577,              0.0078121,              0.0078121,              0.0078121
                    444,                0.34227,                0.25025,                0.96901,                0.92024,                 0.9462,                0.96472,                0.74815,                0.93515,                0.45159,                 1.7291,              0.0078071,              0.0078071,              0.0078071
                    445,                0.33064,                0.25374,                0.96694,                0.91112,                0.94741,                 0.9689,                0.73841,                0.92631,                0.46424,                 1.7433,              0.0078022,              0.0078022,              0.0078022
                    446,                0.33661,                0.26186,                 0.9653,                0.91969,                0.94676,                0.95692,                0.74512,                0.92681,                0.42734,                 1.7488,              0.0077973,              0.0077973,              0.0077973
                    447,                0.32519,                0.24577,                0.96592,                0.96584,                0.92607,                0.96131,                0.75568,                0.92009,                 0.4321,                  1.766,              0.0077923,              0.0077923,              0.0077923
                    448,                0.33824,                0.25584,                0.96038,                0.92079,                0.89975,                0.94733,                0.74925,                0.91583,                0.45262,                 1.7679,              0.0077873,              0.0077873,              0.0077873
                    449,                0.32364,                0.25613,                0.96394,                 0.9337,                0.94614,                0.97009,                0.74089,                0.93671,                 0.4912,                  1.824,              0.0077824,              0.0077824,              0.0077824
                    450,                0.33581,                0.25559,                0.96505,                0.93008,                0.93733,                0.96498,                0.71156,                0.90778,                0.52941,                 1.7283,              0.0077774,              0.0077774,              0.0077774
                    451,                0.33089,                0.24761,                0.97293,                0.94526,                0.92765,                0.97396,                0.76338,                0.88148,                0.51287,                 1.7255,              0.0077725,              0.0077725,              0.0077725
                    452,                0.33367,                0.24197,                0.98416,                0.96026,                0.89975,                0.98212,                0.75955,                0.87102,                0.45083,                 1.7493,              0.0077675,              0.0077675,              0.0077675
                    453,                0.31978,                0.25131,                0.96919,                0.91857,                0.90418,                0.94671,                0.73802,                0.92504,                0.43945,                 1.8444,              0.0077626,              0.0077626,              0.0077626
                    454,                0.33651,                0.25296,                0.95418,                0.89212,                0.94182,                0.96405,                0.73677,                0.94565,                0.49605,                 1.8656,              0.0077576,              0.0077576,              0.0077576
                    455,                0.34289,                0.25975,                0.97277,                0.94255,                0.89975,                0.95937,                0.75117,                0.89722,                0.46425,                 1.7437,              0.0077527,              0.0077527,              0.0077527
                    456,                0.33546,                0.25195,                0.94867,                0.93654,                0.89768,                0.95678,                0.74989,                0.94619,                0.48483,                 1.8011,              0.0077478,              0.0077478,              0.0077478
                    457,                0.34901,                0.27388,                0.96271,                0.86182,                0.94736,                0.94062,                0.72789,                0.93098,                 0.5208,                 1.8168,              0.0077428,              0.0077428,              0.0077428
                    458,                0.31852,                0.25066,                0.95851,                0.92499,                0.90134,                0.95493,                0.71811,                0.97155,                0.58275,                 1.8591,              0.0077378,              0.0077378,              0.0077378
                    459,                0.34291,                 0.2674,                0.95556,                0.90136,                 0.9183,                0.95528,                0.72856,                0.94804,                0.66033,                 1.7721,              0.0077329,              0.0077329,              0.0077329
                    460,                0.34419,                0.25426,                0.97028,                 0.8499,                0.90702,                0.95346,                0.74319,                0.87398,                0.68661,                 1.6675,              0.0077279,              0.0077279,              0.0077279
                    461,                0.32982,                0.24456,                0.94983,                0.89571,                 0.8208,                0.94507,                0.73996,                0.85352,                 0.7842,                  1.665,               0.007723,               0.007723,               0.007723
                    462,                0.31388,                0.24491,                0.94711,                0.91602,                0.84712,                0.94782,                0.74031,                0.95092,                0.77598,                  1.852,               0.007718,               0.007718,               0.007718
                    463,                0.33521,                0.25975,                0.96927,                0.92364,                0.93566,                0.95967,                0.75692,                0.96707,                0.61467,                 1.8666,              0.0077131,              0.0077131,              0.0077131
                    464,                0.33299,                0.25134,                0.97484,                0.89784,                0.91796,                0.95732,                0.75456,                0.94158,                0.59802,                 1.7742,              0.0077081,              0.0077081,              0.0077081
                    465,                0.32858,                0.25244,                0.95477,                0.91039,                0.89159,                0.94567,                 0.7398,                0.97201,                0.54933,                 1.7953,              0.0077032,              0.0077032,              0.0077032
                    466,                0.32602,                0.24609,                0.95266,                0.88249,                0.95284,                0.95976,                0.74474,                0.92979,                0.52294,                  1.763,              0.0076983,              0.0076983,              0.0076983
                    467,                0.34557,                0.26361,                0.96831,                0.84778,                0.94386,                0.94882,                0.73566,                0.96085,                0.51465,                 1.7902,              0.0076933,              0.0076933,              0.0076933
                    468,                0.32968,                 0.2529,                 0.9642,                0.89571,                0.94775,                0.96011,                0.74458,                0.95966,                0.52604,                 1.8252,              0.0076883,              0.0076883,              0.0076883
                    469,                 0.3281,                0.25228,                 0.9639,                0.87935,                0.92345,                0.94374,                0.74883,                0.92682,                0.50485,                 1.8399,              0.0076834,              0.0076834,              0.0076834
                    470,                0.32257,                 0.2482,                0.95596,                0.89559,                0.92356,                0.94269,                0.71973,                0.98781,                0.53369,                 1.9381,              0.0076785,              0.0076785,              0.0076785
                    471,                0.32858,                0.24889,                0.96277,                0.89957,                0.92791,                  0.952,                0.72628,                0.99946,                0.47305,                 1.8991,              0.0076735,              0.0076735,              0.0076735
                    472,                0.33343,                0.24963,                0.96785,                0.93881,                0.94737,                0.96334,                0.73139,                0.93724,                0.44735,                 1.8331,              0.0076685,              0.0076685,              0.0076685
                    473,                0.33307,                0.24805,                0.96082,                0.96255,                 0.8964,                0.94943,                 0.7335,                0.93482,                0.44474,                  1.798,              0.0076636,              0.0076636,              0.0076636
                    474,                0.32594,                0.24457,                0.95776,                0.95744,                0.87343,                 0.9462,                0.73524,                 0.9291,                0.48115,                 1.7883,              0.0076587,              0.0076587,              0.0076587
                    475,                0.31876,                0.24048,                0.96214,                0.87259,                0.94429,                0.93923,                0.74772,                0.85981,                0.52451,                 1.6693,              0.0076537,              0.0076537,              0.0076537
                    476,                0.33155,                0.25738,                0.96477,                0.93532,                0.85238,                0.94437,                0.74706,                0.89102,                 0.5962,                 1.7136,              0.0076488,              0.0076488,              0.0076488
                    477,                0.32601,                0.25514,                0.95644,                 0.9201,                0.86358,                0.94144,                0.72879,                 0.9941,                0.68231,                 1.8214,              0.0076438,              0.0076438,              0.0076438
                    478,                0.32757,                0.24759,                0.96131,                0.86746,                0.91465,                0.96308,                  0.733,                 1.0573,                0.75778,                 1.8683,              0.0076389,              0.0076389,              0.0076389
                    479,                  0.333,                0.24281,                0.96147,                0.88004,                 0.9614,                0.96646,                0.74959,                 1.0059,                0.54867,                 1.9073,              0.0076339,              0.0076339,              0.0076339
                    480,                0.33282,                 0.2488,                0.96406,                0.92822,                0.93923,                0.96895,                0.73562,                0.98424,                0.56414,                 1.8884,              0.0076289,              0.0076289,              0.0076289
                    481,                0.32191,                0.24312,                0.94997,                0.90884,                0.93471,                0.96728,                 0.7384,                0.99699,                0.54572,                 1.8808,               0.007624,               0.007624,               0.007624
                    482,                0.31451,                 0.2434,                0.96458,                0.92853,                0.94419,                0.96643,                0.72366,                 1.0252,                0.64249,                 1.8758,              0.0076191,              0.0076191,              0.0076191
                    483,                0.32343,                 0.2448,                0.95225,                0.94387,                 0.9123,                0.96379,                0.74061,                0.89518,                0.55528,                 1.8218,              0.0076141,              0.0076141,              0.0076141
                    484,                0.34556,                0.24667,                0.97638,                0.93707,                0.92105,                0.96896,                0.75219,                0.87553,                0.46751,                 1.7394,              0.0076092,              0.0076092,              0.0076092
                    485,                0.32773,                 0.2532,                0.96403,                0.90629,                0.92105,                0.96466,                0.73121,                0.90973,                0.60848,                 1.7277,              0.0076042,              0.0076042,              0.0076042
                    486,                0.32388,                0.24246,                0.94772,                 0.8996,                0.91697,                0.96101,                0.72344,                0.99521,                0.66964,                 1.8569,              0.0075993,              0.0075993,              0.0075993
                    487,                0.31877,                0.24453,                 0.9544,                0.90005,                0.92149,                0.96234,                0.73887,                0.92584,                0.52833,                  1.885,              0.0075943,              0.0075943,              0.0075943
                    488,                0.32847,                0.25063,                0.96597,                0.95797,                0.84545,                 0.9523,                0.74169,                0.94579,                0.58724,                 1.8663,              0.0075893,              0.0075893,              0.0075893
                    489,                0.33162,                0.24505,                0.96587,                0.94689,                0.84712,                0.93383,                 0.7397,                0.94729,                0.54641,                 1.9232,              0.0075844,              0.0075844,              0.0075844
                    490,                0.31666,                0.24172,                0.95489,                0.96187,                0.84712,                0.92603,                 0.7254,                0.93054,                0.59766,                 1.8209,              0.0075795,              0.0075795,              0.0075795
                    491,                 0.3269,                0.24599,                0.96472,                0.96259,                0.87343,                0.95036,                0.75512,                0.85056,                0.51641,                 1.6711,              0.0075745,              0.0075745,              0.0075745
                    492,                0.31734,                0.24278,                0.96125,                0.87122,                0.96833,                0.96929,                0.76528,                0.87921,                0.51071,                 1.7371,              0.0075695,              0.0075695,              0.0075695
                    493,                0.32122,                0.24752,                 0.9575,                0.95239,                0.89975,                0.95064,                0.74411,                0.90633,                0.49824,                 1.8022,              0.0075646,              0.0075646,              0.0075646
                    494,                0.31599,                0.24354,                0.95561,                0.94711,                0.89301,                0.95911,                0.74735,                0.90844,                0.53477,                 1.7957,              0.0075597,              0.0075597,              0.0075597
                    495,                0.31433,                0.25158,                0.94704,                0.92732,                0.92607,                0.95546,                0.74094,                0.91595,                0.51576,                 1.7652,              0.0075547,              0.0075547,              0.0075547
                    496,                0.31176,                0.23328,                0.94902,                0.94724,                0.92279,                0.96153,                0.74296,                0.91414,                0.49018,                 1.8205,              0.0075498,              0.0075498,              0.0075498
                    497,                0.31967,                0.24443,                0.95935,                0.96036,                0.83237,                0.95684,                0.74315,                0.88871,                0.68077,                 1.6873,              0.0075448,              0.0075448,              0.0075448
                    498,                0.30536,                0.23794,                0.95474,                 0.8993,                0.89959,                0.94723,                 0.7316,                0.87318,                0.71068,                 1.6691,              0.0075399,              0.0075399,              0.0075399
                    499,                 0.3191,                0.24582,                0.95432,                0.90777,                0.87168,                0.95325,                0.73563,                 1.0098,                 0.8176,                 1.8576,              0.0075349,              0.0075349,              0.0075349
                    500,                0.33417,                0.25176,                0.96505,                0.91123,                0.87028,                0.93808,                0.74438,                 1.0195,                0.80579,                  1.827,              0.0075299,              0.0075299,              0.0075299
                    501,                 0.3237,                0.25161,                 0.9474,                0.93912,                0.87059,                0.94111,                0.74073,                 1.0096,                0.99982,                 1.7569,               0.007525,               0.007525,               0.007525
                    502,                0.31676,                 0.2435,                0.95611,                0.92428,                0.88761,                0.95931,                0.76548,                0.98629,                0.77084,                 1.7756,              0.0075201,              0.0075201,              0.0075201
                    503,                0.32325,                0.24929,                 0.9485,                0.94571,                0.84712,                0.94485,                0.75049,                0.98764,                0.63423,                 1.8458,              0.0075151,              0.0075151,              0.0075151
                    504,                0.32568,                0.25205,                0.97723,                0.91785,                0.89512,                0.94738,                0.76105,                0.92423,                0.57303,                 1.7842,              0.0075102,              0.0075102,              0.0075102
                    505,                0.32233,                0.24463,                0.96536,                0.96213,                0.86905,                 0.9525,                0.77293,                0.84676,                0.55797,                 1.7327,              0.0075052,              0.0075052,              0.0075052
                    506,                0.31722,                0.24964,                0.94371,                0.96988,                0.88598,                0.96127,                0.76647,                0.83863,                0.49126,                 1.7622,              0.0075003,              0.0075003,              0.0075003
                    507,                0.32065,                 0.2388,                0.95665,                0.88208,                0.94371,                0.96067,                0.75106,                 0.8719,                0.47931,                  1.785,              0.0074953,              0.0074953,              0.0074953
                    508,                0.32485,                0.24503,                 0.9654,                0.88169,                0.94529,                0.95688,                0.73275,                0.95005,                0.52532,                 1.8796,              0.0074903,              0.0074903,              0.0074903
                    509,                0.31235,                0.22913,                0.95391,                0.88063,                0.96613,                0.96503,                0.73949,                0.96101,                0.45051,                 1.9439,              0.0074854,              0.0074854,              0.0074854
                    510,                0.32344,                0.25177,                0.95717,                0.91375,                0.97368,                0.97279,                0.74285,                0.99181,                0.41579,                 1.9838,              0.0074805,              0.0074805,              0.0074805
                    511,                0.31496,                0.24132,                 0.9574,                0.91131,                0.95421,                0.97378,                0.76652,                0.94282,                0.47788,                 1.7889,              0.0074755,              0.0074755,              0.0074755
                    512,                0.30591,                0.22916,                0.95424,                0.91949,                0.91877,                0.96472,                0.77524,                0.91696,                0.51649,                 1.7747,              0.0074705,              0.0074705,              0.0074705
                    513,                0.31713,                0.24715,                0.95186,                0.93369,                0.89108,                0.95119,                  0.763,                0.91662,                0.48467,                 1.8316,              0.0074656,              0.0074656,              0.0074656
                    514,                 0.3136,                0.24651,                0.95261,                0.96976,                0.91518,                 0.9592,                0.74881,                0.94862,                0.50599,                 1.9015,              0.0074607,              0.0074607,              0.0074607
                    515,                0.30785,                0.23677,                0.95792,                 0.9195,                0.90376,                0.95283,                0.75353,                 1.0291,                0.50257,                 2.0334,              0.0074557,              0.0074557,              0.0074557
                    516,                 0.3154,                0.23869,                0.94931,                0.90808,                0.91931,                0.97267,                0.75585,                 1.0332,                0.51531,                 2.0189,              0.0074507,              0.0074507,              0.0074507
                    517,                0.33143,                0.24965,                0.95689,                0.90659,                0.94363,                0.97694,                0.75734,                 1.0727,                0.54967,                 1.9751,              0.0074458,              0.0074458,              0.0074458
                    518,                0.30172,                0.23108,                0.95642,                0.96967,                0.92159,                0.96574,                0.72721,                  1.039,                 0.5356,                 1.9573,              0.0074408,              0.0074408,              0.0074408
                    519,                0.32116,                0.24286,                0.95768,                0.94614,                0.92215,                0.97516,                 0.7354,                 1.0066,                0.55828,                 1.8936,              0.0074359,              0.0074359,              0.0074359
                    520,                0.30815,                 0.2358,                0.94662,                0.91823,                0.92356,                0.95722,                0.71679,                 1.0469,                0.57303,                 2.0019,              0.0074309,              0.0074309,              0.0074309
                    521,                0.31993,                0.24062,                0.96429,                0.96664,                0.89724,                0.97804,                0.74187,                 1.0422,                0.56204,                 2.0603,               0.007426,               0.007426,               0.007426
                    522,                 0.3121,                0.23351,                0.96267,                0.93143,                0.93899,                0.98391,                0.76142,                0.99982,                 0.6084,                 2.0316,              0.0074211,              0.0074211,              0.0074211
                    523,                0.30979,                0.23796,                0.95349,                0.90437,                0.94987,                0.96308,                0.75208,                0.95378,                0.53298,                 1.9251,              0.0074161,              0.0074161,              0.0074161
                    524,                0.31175,                0.23881,                0.95742,                0.87718,                0.92246,                0.92784,                0.75694,                0.98792,                0.49397,                 1.9808,              0.0074112,              0.0074112,              0.0074112
                    525,                0.32768,                0.26123,                0.95978,                 0.9241,                0.91599,                0.93396,                0.75253,                 1.0615,                0.48584,                 2.0847,              0.0074062,              0.0074062,              0.0074062
                    526,                0.32456,                0.24614,                0.96669,                0.92931,                0.92048,                0.93814,                0.73589,                 1.0371,                0.50646,                  2.058,              0.0074013,              0.0074013,              0.0074013
                    527,                 0.3234,                0.25241,                0.96632,                0.92707,                0.91498,                0.93521,                0.73055,                0.97209,                0.56365,                 1.8876,              0.0073963,              0.0073963,              0.0073963
                    528,                0.32872,                0.24753,                0.96238,                0.92333,                 0.9202,                0.92864,                0.73375,                0.92769,                0.52114,                 1.7839,              0.0073913,              0.0073913,              0.0073913
                    529,                0.30717,                0.23464,                0.95387,                0.95077,                0.89751,                0.95625,                0.73405,                0.99789,                0.50873,                 1.8573,              0.0073864,              0.0073864,              0.0073864
                    530,                0.30964,                0.24054,                0.96308,                0.95398,                0.89817,                0.95218,                0.72788,                0.97914,                0.51008,                 1.8341,              0.0073815,              0.0073815,              0.0073815
                    531,                0.30841,                0.24351,                0.95685,                0.92356,                0.92607,                0.95958,                0.72266,                 1.0289,                0.50725,                 1.9215,              0.0073765,              0.0073765,              0.0073765
                    532,                0.31084,                0.23343,                  0.944,                0.95796,                0.89832,                0.95358,                 0.7454,                 1.0092,                0.46934,                 1.9603,              0.0073715,              0.0073715,              0.0073715
                    533,                0.31866,                0.24583,                0.96179,                0.92449,                0.91639,                 0.9625,                0.73877,                 1.0307,                0.53984,                  2.018,              0.0073666,              0.0073666,              0.0073666
                    534,                0.30737,                0.24307,                0.94564,                0.97214,                0.91963,                0.95309,                0.73598,                0.99961,                0.57553,                 1.9862,              0.0073617,              0.0073617,              0.0073617
                    535,                0.31055,                0.22888,                0.95671,                0.92286,                0.91619,                0.94898,                 0.7498,                0.94965,                0.57755,                 1.8844,              0.0073567,              0.0073567,              0.0073567
                    536,                0.31056,                0.23708,                0.96397,                0.92097,                0.91028,                0.95063,                0.75639,                 0.9138,                0.66943,                  1.855,              0.0073517,              0.0073517,              0.0073517
                    537,                0.31573,                0.24396,                0.94719,                0.91956,                0.90757,                0.92923,                0.74574,                0.90808,                0.64658,                 1.8723,              0.0073468,              0.0073468,              0.0073468
                    538,                0.31388,                 0.2428,                0.95464,                0.90318,                0.84712,                0.92713,                0.74382,                0.90253,                0.64691,                 1.8612,              0.0073419,              0.0073419,              0.0073419
                    539,                0.30366,                0.24536,                0.94459,                0.87903,                0.87188,                 0.9379,                 0.7319,                0.91192,                 0.7859,                  1.831,              0.0073369,              0.0073369,              0.0073369
                    540,                0.30182,                 0.2449,                0.94598,                0.86992,                0.88807,                0.94729,                0.73722,                0.99259,                0.89458,                 1.8659,              0.0073319,              0.0073319,              0.0073319
                    541,                0.30606,                0.24091,                0.95318,                 0.8968,                0.85461,                0.95005,                0.74316,                0.98557,                0.81184,                 1.9487,               0.007327,               0.007327,               0.007327
                    542,                 0.3079,                0.24222,                0.96184,                0.90715,                0.89179,                 0.9526,                 0.7687,                0.96685,                0.67192,                 1.9187,              0.0073221,              0.0073221,              0.0073221
                    543,                 0.3185,                0.24125,                0.95618,                 0.9239,                0.88044,                0.94019,                0.75595,                 1.0116,                0.66293,                 1.9981,              0.0073171,              0.0073171,              0.0073171
